event_id,rainfall_mm,shape,dt_s,horizon_h,curve_number,lag_min,discharge_coefficient,rainfall_total_mm,parking_runoff_m3,direct_rain_m3,total_inflow_m3,runoff_generation_error_m3,transform_error_m3,inflow_tail_end_h,baseline_peak_m3_s,baseline_time_to_peak_min,design_id,storage_depth_m,capacity_m3,outlet_side_mm,peak_downstream_m3_s,peak_reduction_pct,time_to_peak_min,maximum_storage_m3,maximum_depth_m,overflow_m3,overflow_onset_min,controlled_discharge_m3,total_discharge_m3,residual_storage_m3,drawdown_h_after_rain,routing_balance_error_m3,routing_balance_relative_error,peak_pass,overflow_pass,drawdown_pass,simulation_runtime_s,all_pass
25mm_uniform,25.0,uniform,1.875,60.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.150_o40,0.15,30.0,40.0,0.027765526509062964,-2.3092638912203256e-12,59.984375,30.0,0.15,47.69435309051914,40.28125,35.98570107432024,83.68005416483938,0.12590052623790665,37.69915746545261,-5.190847751634919e-13,6.1938889316031085e-15,False,False,False,1.0337231250014156,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.150_o60,0.15,30.0,60.0,0.027765526509062964,-2.3092638912203256e-12,59.984375,30.0,0.15,41.84534438834022,41.1875,41.74370559672542,83.58904998506566,0.21690470601001646,24.401298704300856,1.0904332992112131e-12,1.3011405970264747e-14,False,False,False,0.3449508750345558,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.150_o80,0.15,30.0,80.0,0.027765526509062964,-2.3092638912203256e-12,59.984375,30.0,0.15,35.11505983211043,42.375,48.56670644288364,83.68176627499408,0.12418841604374567,18.141661739109825,3.894282118999115e-11,4.646784507561679e-13,False,False,True,0.3493299160618335,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.150_o100,0.15,30.0,100.0,0.027765526509062964,-2.3092638912203256e-12,59.984375,30.0,0.15,28.062867595703928,43.8125,55.66222151114352,83.72508910684746,0.08086558405132328,14.48526333518456,1.7799160756393206e-10,2.1238539459402367e-12,False,False,True,0.3441152920713648,False
25mm_uniform,25.0,uniform,1.875,60.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.300_o40,0.3,60.0,40.0,0.026398686114119604,4.922796599936985,60.828125,60.0,0.3,16.189940888323882,60.34375,67.47047043370885,83.66041132203274,0.14554336904730208,30.452304557652514,-3.267663917227992e-12,3.899083220605464e-14,False,False,False,1.0302293329732493,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.300_o60,0.3,60.0,60.0,0.025885941364193362,6.769492176766356,63.453125,60.0,0.3,9.031297310737031,63.40625,74.52806111278257,83.55935842351961,0.24659626757778694,18.659183523142016,-2.0620921636904654e-11,2.4605556625322073e-13,False,False,True,0.3552026249235496,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.300_o80,0.3,60.0,80.0,0.017155690455782253,38.21226314515287,69.765625,60.0,0.3,1.069856106611769,69.71875,82.60255706437864,83.67241317099041,0.13354152014236828,13.489132146975713,-5.601460961734972e-11,6.683846013547517e-13,False,False,True,0.35031175008043647,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.300_o100,0.3,60.0,100.0,0.012766287689646693,54.0210855159547,72.015625,53.42759891945759,0.26713799459728793,0.0,,83.7219577608553,83.7219577608553,0.08399693022373211,10.462673993003206,-2.272293464500308e-12,2.7113747142149676e-14,True,True,True,0.3511542920023203,True
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.450_o40,0.45,90.0,40.0,0.0026338247575395297,90.51404713438485,81.703125,75.9021388238225,0.3795106941191125,0.0,,83.03764452806722,83.03764452806722,0.768310163011895,27.137914950985564,-2.350009076224069e-12,2.804107518238541e-14,True,True,False,0.3497630839701742,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.450_o60,0.45,90.0,60.0,0.005536806901688087,80.05870012988609,77.109375,68.7972632801253,0.34398631640062655,0.0,,83.55146301758258,83.55146301758258,0.254491673521629,15.720140517617684,-2.744254823383585e-11,3.274534409278413e-13,True,True,True,0.35445837501902133,True
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.450_o80,0.45,90.0,80.0,0.009042199897094884,67.43371715229812,74.203125,61.053136382023006,0.30526568191011505,0.0,,83.67212618896377,83.67212618896377,0.13382850217905248,10.978476014789553,-6.606190594560246e-11,7.882722199051137e-13,True,True,True,0.3512592089828104,True
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.450_o100,0.45,90.0,100.0,0.012766287689646693,54.0210855159547,72.015625,53.42759891945759,0.26713799459728793,0.0,,83.7219577608553,83.7219577608553,0.08399693022373211,8.42891690701215,-2.272293464500308e-12,2.7113747142149676e-14,True,True,True,0.3590758750215173,True
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.600_o40,0.6,120.0,40.0,0.0026338247575395297,90.51404713438485,81.703125,75.9021388238225,0.3795106941191125,0.0,,83.03764452806722,83.03764452806722,0.768310163011895,24.107137581343345,-2.350009076224069e-12,2.804107518238541e-14,True,True,False,0.3405379579635337,False
25mm_uniform,25.0,uniform,1.875,30.0,98.0,10.0,0.62,25.0,78.80595469107676,5.0,83.80595469107676,-1.4210854715202004e-14,1.4210854715202004e-14,1.834375,0.027765526509062326,59.984375,h0.600_o60,0.6,120.0,60.0,0.005536806901688087,80.05870012988609,77.109375,68.7972632801253,0.34398631640062655,0.0,,83.55146301758258,83.55146301758258,0.254491673521629,13.699584812259925,-2.744254823383585e-11,3.274534409278413e-13,True,True,True,0.384236125042662,True
