event_id,design_id,coarse_dt_s,fine_dt_s,peak_downstream_m3_s_relative_change,maximum_storage_m3_relative_change,baseline_peak_m3_s_relative_change,overflow_change_m3,overflow_onset_change_s,overflow_classification_stable,drawdown_change_s,acceptance_stable,peak_storage_converged
25mm_uniform,h0.900_o40,30.0,15.0,0.0003429419707855768,0.0006492703146778519,0.0004158281595917133,0.0,,True,22.452483559187897,True,True
25mm_uniform,h0.900_o60,30.0,15.0,0.0006609289197519299,0.0012042110553817462,0.0004158281595917133,0.0,,True,25.782045958059996,True,True
25mm_uniform,h0.900_o80,30.0,15.0,0.0010233293821219848,0.001770351088010444,0.0004158281595917133,0.0,,True,28.2758408846437,True,True
25mm_uniform,h0.900_o100,30.0,15.0,0.001397087777894624,0.002248122088225743,0.0004158281595917133,0.0,,True,30.311351640883544,True,True
25mm_front_loaded,h0.150_o40,30.0,15.0,0.002100491066852058,0.0,0.002186769625803842,0.03146533065824997,15.0,True,56.723764750285,True,True
25mm_front_loaded,h0.150_o60,30.0,15.0,0.002081250946471356,0.0,0.002186769625803842,0.054332863557149835,15.0,True,56.03103564045995,True,True
25mm_front_loaded,h0.150_o80,30.0,15.0,0.0034047077777780957,0.0,0.002186769625803842,0.07650127138667528,0.0,True,55.81044611921868,True,True
25mm_front_loaded,h0.150_o100,30.0,15.0,0.0021250179387139567,0.0,0.002186769625803842,0.09522761234052268,15.0,True,55.718757770957694,True,True
25mm_front_loaded,h0.300_o40,30.0,15.0,0.0034295240494481975,0.0,0.002186769625803842,0.04034388095147179,15.0,True,50.25142580424813,True,True
25mm_front_loaded,h0.300_o60,30.0,15.0,0.020812580003892266,0.0,0.002186769625803842,0.06796845278275754,15.0,True,49.82354973221561,True,False
25mm_front_loaded,h0.300_o80,30.0,15.0,0.0008107198647452087,0.0013975831905203421,0.002186769625803842,0.0,,True,40.42885041144473,True,True
25mm_front_loaded,h0.300_o100,30.0,15.0,0.0011702258812204519,0.0018682532434539316,0.002186769625803842,0.0,,True,42.510061541342736,True,True
25mm_front_loaded,h0.450_o40,30.0,15.0,0.0002932004602993095,0.000554971110312654,0.002186769625803842,0.0,,True,30.02490302773424,True,True
25mm_front_loaded,h0.450_o60,30.0,15.0,0.0005472333812185392,0.000995932837273561,0.002186769625803842,0.0,,True,33.36126937263373,True,True
25mm_front_loaded,h0.450_o80,30.0,15.0,0.0008107198647452087,0.0013975831905203421,0.002186769625803842,0.0,,True,35.87293246140888,True,True
25mm_front_loaded,h0.450_o100,30.0,15.0,0.0011702258812204519,0.0018682532434539316,0.002186769625803842,0.0,,True,37.945049841994916,True,True
25mm_front_loaded,h0.600_o40,30.0,15.0,0.0002932004602993095,0.000554971110312654,0.002186769625803842,0.0,,True,26.789062390579943,True,True
25mm_front_loaded,h0.600_o60,30.0,15.0,0.0005472333812185392,0.000995932837273561,0.002186769625803842,0.0,,True,30.1306701933008,True,True
25mm_front_loaded,h0.600_o80,30.0,15.0,0.0008107198647452087,0.0013975831905203421,0.002186769625803842,0.0,,True,32.639984927611465,True,True
25mm_front_loaded,h0.600_o100,30.0,15.0,0.0011702258812204519,0.0018682532434539316,0.002186769625803842,0.0,,True,34.71943796596513,True,True
25mm_front_loaded,h0.750_o40,30.0,15.0,0.0002932004602993095,0.000554971110312654,0.002186769625803842,0.0,,True,24.280239031075723,True,True
25mm_front_loaded,h0.750_o60,30.0,15.0,0.0005472333812185392,0.000995932837273561,0.002186769625803842,0.0,,True,27.623448102597337,True,True
25mm_front_loaded,h0.750_o80,30.0,15.0,0.0008107198647452087,0.0013975831905203421,0.002186769625803842,0.0,,True,30.128081484520663,True,True
25mm_front_loaded,h0.750_o100,30.0,15.0,0.0011702258812204519,0.0018682532434539316,0.002186769625803842,0.0,,True,32.203295043290936,True,True
25mm_front_loaded,h0.900_o40,30.0,15.0,0.0002932004602993095,0.000554971110312654,0.002186769625803842,0.0,,True,22.22668952714031,True,True
25mm_front_loaded,h0.900_o60,30.0,15.0,0.0005472333812185392,0.000995932837273561,0.002186769625803842,0.0,,True,25.576377242676784,True,True
25mm_front_loaded,h0.900_o80,30.0,15.0,0.0008107198647452087,0.0013975831905203421,0.002186769625803842,0.0,,True,28.086577058163797,True,True
25mm_front_loaded,h0.900_o100,30.0,15.0,0.0011702258812204519,0.0018682532434539316,0.002186769625803842,0.0,,True,30.168518995511562,True,True
25mm_back_loaded,h0.150_o40,30.0,15.0,0.003792719077910569,0.0,0.0037927190779127786,0.038566616462773595,0.0,True,61.69197112722031,True,True
25mm_back_loaded,h0.150_o60,30.0,15.0,0.003792719077910569,0.0,0.0037927190779127786,0.06948031300968438,0.0,True,60.931640286257505,True,True
25mm_back_loaded,h0.150_o80,30.0,15.0,0.003792719077910569,0.0,0.0037927190779127786,0.10210868231170878,15.0,True,60.53600073656611,True,True
25mm_back_loaded,h0.150_o100,30.0,15.0,0.003792719077910569,0.0,0.0037927190779127786,0.130876869968084,15.0,True,60.16851046441403,True,True
25mm_back_loaded,h0.300_o40,30.0,15.0,0.018206429632321396,0.0,0.0037927190779127786,0.05152094032585097,0.0,True,54.99779499874222,True,False
25mm_back_loaded,h0.300_o60,30.0,15.0,0.02896975217567134,0.0,0.0037927190779127786,0.09278381348144649,0.0,True,54.38124119981467,True,False
25mm_back_loaded,h0.300_o80,30.0,15.0,0.04167285982960278,0.0,0.0037927190779127786,0.13295966130928694,0.0,True,53.94469126856407,True,False
25mm_back_loaded,h0.300_o100,30.0,15.0,0.0016516901521493024,0.002711631622686644,0.0037927190779127786,0.0,,True,42.365984197169126,True,True
25mm_back_loaded,h0.450_o40,30.0,15.0,0.0003764053495229105,0.0007131622895531304,0.0037927190779127786,0.0,,True,30.171154235691233,True,True
25mm_back_loaded,h0.450_o60,30.0,15.0,0.0007389821708193651,0.001350417425810316,0.0037927190779127786,0.0,,True,33.42963450086742,True,True
25mm_back_loaded,h0.450_o80,30.0,15.0,0.001167884727188653,0.0020374799509679433,0.0037927190779127786,0.0,,True,35.84188171690528,True,True
25mm_back_loaded,h0.450_o100,30.0,15.0,0.0016516901521493024,0.002711631622686644,0.0037927190779127786,0.0,,True,37.80470459760252,True,True
25mm_back_loaded,h0.600_o40,30.0,15.0,0.0003764053495229105,0.0007131622895531304,0.0037927190779127786,0.0,,True,26.93612178606344,True,True
25mm_back_loaded,h0.600_o60,30.0,15.0,0.0007389821708193651,0.001350417425810316,0.0037927190779127786,0.0,,True,30.199150010055575,True,True
25mm_back_loaded,h0.600_o80,30.0,15.0,0.001167884727188653,0.0020374799509679433,0.0037927190779127786,0.0,,True,32.60922288727883,True,True
25mm_back_loaded,h0.600_o100,30.0,15.0,0.0016516901521493024,0.002711631622686644,0.0037927190779127786,0.0,,True,34.576864103853566,True,True
25mm_back_loaded,h0.750_o40,30.0,15.0,0.0003764053495229105,0.0007131622895531304,0.0037927190779127786,0.0,,True,24.42548542014862,True,True
25mm_back_loaded,h0.750_o60,30.0,15.0,0.0007389821708193651,0.001350417425810316,0.0037927190779127786,0.0,,True,27.686093194955674,True,True
25mm_back_loaded,h0.750_o80,30.0,15.0,0.001167884727188653,0.0020374799509679433,0.0037927190779127786,0.0,,True,30.1051291197183,True,True
25mm_back_loaded,h0.750_o100,30.0,15.0,0.0016516901521493024,0.002711631622686644,0.0037927190779127786,0.0,,True,32.060508627901996,True,True
25mm_back_loaded,h0.900_o40,30.0,15.0,0.0003764053495229105,0.0007131622895531304,0.0037927190779127786,0.0,,True,22.37503683096378,True,True
25mm_back_loaded,h0.900_o60,30.0,15.0,0.0007389821708193651,0.001350417425810316,0.0037927190779127786,0.0,,True,25.639968734480334,True,True
25mm_back_loaded,h0.900_o80,30.0,15.0,0.001167884727188653,0.0020374799509679433,0.0037927190779127786,0.0,,True,28.0527716952804,True,True
25mm_back_loaded,h0.900_o100,30.0,15.0,0.0016516901521493024,0.002711631622686644,0.0037927190779127786,0.0,,True,30.023108294246015,True,True
50mm_uniform,h0.150_o40,30.0,15.0,0.00014617723198841526,0.0,0.00014617723198708725,0.04170083577869832,15.0,True,62.61285484059442,True,True
50mm_uniform,h0.150_o60,30.0,15.0,0.00014617723198841526,0.0,0.00014617723198708725,0.07772051267181723,0.0,True,62.28977699802272,True,True
50mm_uniform,h0.150_o80,30.0,15.0,0.00014617723198841526,0.0,0.00014617723198708725,0.11592629928429687,0.0,True,61.80654285379035,True,True
50mm_uniform,h0.150_o100,30.0,15.0,0.00014617723198841526,0.0,0.00014617723198708725,0.15395882900918423,15.0,True,61.527557226767726,True,True
50mm_uniform,h0.300_o40,30.0,15.0,0.00014617723198636273,0.0,0.00014617723198708725,0.056347780507678635,0.0,True,56.330184837879926,True,True
50mm_uniform,h0.300_o60,30.0,15.0,0.00014617723198636273,0.0,0.00014617723198708725,0.10449580017814242,15.0,True,55.809171951413816,True,True
50mm_uniform,h0.300_o80,30.0,15.0,0.00014617723198636273,0.0,0.00014617723198708725,0.15564910511838548,15.0,True,55.43643146291046,True,True
50mm_uniform,h0.300_o100,30.0,15.0,0.00014617723198648346,0.0,0.00014617723198708725,0.20256634932849238,0.0,True,55.06397010837745,True,True
50mm_uniform,h0.450_o40,30.0,15.0,0.00014617723197815388,0.0,0.00014617723198708725,0.06564197655721671,0.0,True,52.33005756505662,True,True
50mm_uniform,h0.450_o60,30.0,15.0,0.00014617723197815388,0.0,0.00014617723198708725,0.12052493552380383,15.0,True,51.805969466838064,True,True
50mm_uniform,h0.450_o80,30.0,15.0,0.00014617723197815388,0.0,0.00014617723198708725,0.17712906279148655,15.0,True,51.462123384888514,True,True
50mm_uniform,h0.450_o100,30.0,15.0,0.0001461772319782746,0.0,0.00014617723198708725,0.23038420753224642,15.0,True,51.340945206964506,True,True
